Covidence #,Study ID,Title,Reviewer Name,Study DOI,Year published ,Full title,Study setting ,Disease type (choose all that apply),Model type,"""Other"" details",Stochasticity in model ,Scientific problem being solved,How many parameters were calibrated?,External beliefs or evidence,Choice of parameters to calibrate ,What justification was provided for choice of parameters to calibrate?,"""Other"" details.",Type of data used for defining calibration targets (select all that apply),"""Other"" details ",How many calibration targets were used for estimation?,Resolution of data  used for defining calibration targets,Number of steps: single or sequential? ,Name of calibration algorithm ,"""Other"" details ",Is calibration implementation (code) available in an open-access repository? ,What programming language was used for calibration?,Do authors list any programming packages used for calibration?,Goodness-of-fit (GOF) measure employed within calibration algorithm,"If ""Not clear"", paste the relevant text here. ","""Other"" details",Nature of calibration results,"""Other"" details",How are calibration results reported? ,"""Other"" details.",How is uncertainty in calibration outputs reported? ,"""Other"" details.", What is the size of the calibration output?
867,Pickles 2021,"PopART-IBM, a highly efficient stochastic individual-based simulation model of generalised HIV epidemics developed in the context of the HPTN 071 (PopART)  trial.",Consensus,http://doi.org/10.1371/journal.pcbi.1009301,2021,"PopART-IBM, a highly efficient stochastic individual-based simulation model of generalised HIV epidemics developed in the context of the HPTN 071 (PopART) trial",Zambia,HIV,Individual-based ,"",Stochastic model ,Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Demographic (e.g., population size, sex and age distribution); Prevalence; Other ","proportion aware of HIV status, proportion of those aware currently on ART, and proportion of PLHIV",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other: Other,"adaptive population Monte Carlo Approximate Bayesian Computation
algorithm (APMC-ABC)",Link reported and accessible,R,Yes,Other: Ad-Hoc Distance,"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000
864,Hansson 2020,Introducing pre-exposure prophylaxis to prevent HIV acquisition among men who have sex with men in Sweden: insights from a mathematical pair formation model.,Consensus,https://doi.org/10.1136/bmjopen-2019-033852,2020,"Introducing pre-exposure prophylaxis to prevent HIV acquisition among men who have sex with men in Sweden: insights from a mathematical pair 
formation model",Sweden,HIV,Other,Pair-formation model,Not reported,Evaluate interventions,Multiple,Not reported,Not reported,Parameters are relevant to question of interest.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
863,Stevens 2018,Cost-effectiveness of a combination strategy to enhance the HIV care continuum in Swaziland: Link4Health.,Consensus,https://doi.org/10.1371/journal.pone.0204245,2018,Cost-effectiveness of a combination strategy to enhance the HIV care continuum in Swaziland: Link4Health.,Swaziland,HIV,Compartmental ,"",Stochastic model ,Evaluate interventions,Multiple,Not reported,Subset of parameters,Not reported ,"","Incidence ; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",HIV care within 1 month of HIV testing plus retention in care at 12 months after HIV testing for people living with HIV (PLWH) ,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,C++,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",Not reported
861,Andersson 2019,Challenges in modelling the proportion of undiagnosed HIV infections in Sweden.,Consensus,https://doi.org/10.2807/1560-7917.ES.2019.24.14.1800203,2019,Challenges in modelling the proportion of undiagnosed HIV infections in Sweden,Sweden,HIV,Individual-based ,"",Stochastic model ,Assess impact of model assumptions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Demographic (e.g., population size, sex and age distribution); Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery); Other ",Mortality,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Approximate Bayesian Computation,"",Not reported ,Not reported,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",107
859,vanSchalkwyk 2021,Modelling of HIV prevention and treatment progress in five South African metropolitan districts.,Consensus,https://doi.org/10.1038/s41598-021-85154-0,2021,Modelling of HIV prevention and treatment progress in five South African metropolitan districts.,South Africa,HIV,Not reported,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Other ,Bayesian B-splines,Not reported ,Not reported,No,Not reported,"","",Distribution estimate (a distribution function which generates parameter values),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
855,Guo 2022,ANALYSIS OF AN AGE-STRUCTURED MODEL FOR HIV-TB CO-INFECTION,Consensus,https://doi:10.3934/dcdsb.2021037,2022,ANALYSIS OF AN AGE-STRUCTURED MODEL FOR HIV-TB CO-INFECTION,China,HIV; TB,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Incidence ,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Markov Chain Monte Carlo,"",Not reported ,Matlab,No,Other ,"",Geweke value,Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000
854,Akullian 2020,The effect of 90-90-90 on HIV-1 incidence and mortality in eSwatini: a mathematical modelling study.,Consensus,10.1016/S2352-3018(19)30436-9,2020,The effect of 90-90-90 on HIV-1 incidence and mortality in eSwatini: a mathematical modelling study,eSwatini ,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions; Predict disease trends ,Multiple,Not reported,Subset of parameters,Parameters are relevant to question of interest.,"","Demographic (e.g., population size, sex and age distribution); Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,"parallel simultaneous perturbation 
optimisation (PSPO)",Not reported ,R,No,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","23,100"
852,Goedel 2020,Potential Impact of Targeted HIV Pre-Exposure Prophylaxis Uptake Among Male Sex Workers.,Consensus,https://doi.org/10.1038/s41598-020-62694-5 ,2020,Potential Impact of Targeted HIV  Pre-Exposure Prophylaxis Uptake Among Male Sex Workers,USA,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Not reported,Not reported,Not reported,Parameters are relevant to question of interest.,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Other ,Latin Hypercube Sampling,Not reported ,Python,No,Not reported,"","",Not reported ,"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",Not reported
845,Hsieh 2020,Evaluation of 6-Month Versus Continuous Isoniazid Preventive Therapy for Mycobacterium tuberculosis in Adults Living With HIV/AIDS in Malawi,Consensus,https://doi.org/10.1097/qai.0000000000002497,2020,Evaluation of 6-Month Versus Continuous Isoniazid Preventive Therapy for Mycobacterium tuberculosis in Adults Living With HIV/AIDS in Malawi,Malawi,HIV; TB,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Nelder–Mead algorithm (NM) + Incremental mixture importance sampling (IMIS),Not reported ,R,No,Data likelihood ,"","",Other ,"Point estimate for NM, Sample estimate for IMIS","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","1 for NM, 300 for IMIS"
842,Awad 2018,Temporal evolution of HIV sero-discordancy patterns among stable couples in sub-Saharan Africa.,Consensus,10.1371/journal.pone.0196613,2018,"Temporal evolution of HIV sero-discordancy
patterns among stable couples in sub-
Saharan Africa","Kenya, Lesotho, Mali, Niger, Tanzania, and Zimbabwe",HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Demographic (e.g., population size, sex and age distribution); Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Approximate Bayesian Computation,Not reported,Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",Not reported
